origin	name	size	site	multiplicity	edge_num	like_weight_ratio	post_prob	classification	scientific_name	domain_id	domain_name	division_id	division_name	class_id	class_name
COG0183.aligned	.1-.8_coastal_FGI7SFI01A453C_9	.1-.8	coastal	1	3063	0.299354	0.266925	135620	Oceanospirillaceae	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0855.aligned	.1-.8_coastal_FGI7SFI01A45BH_5	.1-.8	coastal	1	1519	0.203524	0.236874	135620	Oceanospirillaceae	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1219.aligned	.1-.8_coastal_FGI7SFI01A45C8_10	.1-.8	coastal	1	1594	0.15346	0.0848299	469	Acinetobacter	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1158.aligned	.1-.8_coastal_FGI7SFI01A45CI_17	.1-.8	coastal	1	374	1	1	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0141.aligned	.1-.8_coastal_FGI7SFI01A45G4_13	.1-.8	coastal	1	2318	0.778965	0.794589	2864	Dinophyceae	2759	Eukaryota	33630	Alveolata	2864	Dinophyceae
COG0443.aligned	.1-.8_coastal_FGI7SFI01A45I8_4	.1-.8	coastal	1	1897	0.1527	0.207515	2323	unclassified Bacteria	2	Bacteria	2323	unclassified Bacteria	-1	NULL
COG0017.aligned	.1-.8_coastal_FGI7SFI01A45UK_6	.1-.8	coastal	1	965	0.173187	0.207977	137	Spirochaetaceae	2	Bacteria	203691	Spirochaetes	203692	Spirochaetia
COG2857.aligned	.1-.8_coastal_FGI7SFI01A45V6_13	.1-.8	coastal	1	869	0.304661	0.517221	2433	Roseobacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0811.aligned	.1-.8_coastal_FGI7SFI01A45YS_3	.1-.8	coastal	1	2432	0.299359	0.442768	53246	Pseudoalteromonas	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0493.aligned	.1-.8_coastal_FGI7SFI01A45Z7_5	.1-.8	coastal	1	419	0.956051	0.948051	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0161.aligned	.1-.8_coastal_FGI7SFI01A46AW_3	.1-.8	coastal	1	3534	0.660304	0.671507	374	Bradyrhizobium	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG5265.aligned	.1-.8_coastal_FGI7SFI01A46CH_10	.1-.8	coastal	1	2118	0.554127	0.591264	114627	Alkaliphilus	2	Bacteria	1239	Firmicutes	186801	Clostridia
COG0045.aligned	.1-.8_coastal_FGI7SFI01A46EE_6	.1-.8	coastal	1	1679	0.891105	0.895169	1760	Actinobacteria	2	Bacteria	201174	Actinobacteria	1760	Actinobacteria
COG3844.aligned	.1-.8_coastal_FGI7SFI01A47IX_13	.1-.8	coastal	1	1509	0.537592	0.46486	118884	unclassified Gammaproteobacteria	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0508.aligned	.1-.8_coastal_FGI7SFI01A480Q_6	.1-.8	coastal	1	444	1	1	62654	SAR116 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1408.aligned	.1-.8_coastal_FGI7SFI01A482R_17	.1-.8	coastal	1	2737	0.217158	0.22208	84374	environmental samples	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG3483.aligned	.1-.8_coastal_FGI7SFI01A483M_12	.1-.8	coastal	1	769	0.500759	0.529799	237	Flavobacterium	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1210.aligned	.1-.8_coastal_FGI7SFI01A4875_11	.1-.8	coastal	1	1344	0.477351	0.51976	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0188.aligned	.1-.8_coastal_FGI7SFI01A48BR_7	.1-.8	coastal	1	4792	0.383411	0.385681	76831	Myroides	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1176.aligned	.1-.8_coastal_FGI7SFI01A48CH_12	.1-.8	coastal	1	112	0.733406	0.763488	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0188.aligned	.1-.8_coastal_FGI7SFI01A48EP_14	.1-.8	coastal	1	3373	0.64503	0.745377	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0299.aligned	.1-.8_coastal_FGI7SFI01A48FE_16	.1-.8	coastal	1	3733	0.484964	0.43145	237	Flavobacterium	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0191.aligned	.1-.8_coastal_FGI7SFI01A48GW_20	.1-.8	coastal	1	2930	0.449295	0.541879	258255	Pseudovibrio	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG2008.aligned	.1-.8_coastal_FGI7SFI01A48S1_9	.1-.8	coastal	1	2761	0.191949	0.200753	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0149.aligned	.1-.8_coastal_FGI7SFI01A48SB_13	.1-.8	coastal	1	4184	0.237963	0.375482	227387	Thermodesulfobiaceae	2	Bacteria	1239	Firmicutes	186801	Clostridia
COG2148.aligned	.1-.8_coastal_FGI7SFI01A48W2_15	.1-.8	coastal	1	2820	0.576649	0.859104	512313	environmental samples	2	Bacteria	1239	Firmicutes	186801	Clostridia
COG3104.aligned	.1-.8_coastal_FGI7SFI01A48XU_4	.1-.8	coastal	1	359	0.506041	0.39761	744996	OM60 clade	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1489.aligned	.1-.8_coastal_FGI7SFI01A4978_17	.1-.8	coastal	1	696	0.340231	0.483253	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG3808.aligned	.1-.8_coastal_FGI7SFI01A4A0B_12	.1-.8	coastal	1	1379	0.9973	0.997767	1760	Actinobacteria	2	Bacteria	201174	Actinobacteria	1760	Actinobacteria
COG2804.aligned	.1-.8_coastal_FGI7SFI01A4AM2_7	.1-.8	coastal	1	2453	0.973609	0.97853	48461	Verrucomicrobiales	2	Bacteria	51290	Chlamydiae/Verrucomicrobia group	74201	Verrucomicrobia
COG0739.aligned	.1-.8_coastal_FGI7SFI01A4APB_15	.1-.8	coastal	1	5044	0.463448	0.481634	403978	unclassified Flavobacteriales (miscellaneous)	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0399.aligned	.1-.8_coastal_FGI7SFI01A4B0W_8	.1-.8	coastal	1	3562	0.327746	0.329015	338190	Nitrosopumilaceae	2157	Archaea	651137	Thaumarchaeota	31932	Nitrosopumilales
COG0054.aligned	.1-.8_coastal_FGI7SFI01A4B23_4	.1-.8	coastal	1	2621	0.679017	0.76105	31989	Rhodobacteraceae	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1805.aligned	.1-.8_coastal_FGI7SFI01A4B58_7	.1-.8	coastal	1	631	0.946813	0.946206	28221	Deltaproteobacteria	2	Bacteria	1224	Proteobacteria	68525	delta/epsilon subdivisions
COG1217.aligned	.1-.8_coastal_FGI7SFI01A4B7U_4	.1-.8	coastal	1	1037	1	1	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0290.aligned	.1-.8_coastal_FGI7SFI01A4B9F_10	.1-.8	coastal	1	2768	0.494435	0.424021	78537	unclassified Actinobacteria (miscellaneous)	2	Bacteria	201174	Actinobacteria	1760	Actinobacteria
COG0207.aligned	.1-.8_coastal_FGI7SFI01A4BCF_15	.1-.8	coastal	1	1289	0.783574	0.757075	239759	Alistipes	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0504.aligned	.1-.8_coastal_FGI7SFI01A4BDJ_8	.1-.8	coastal	1	1385	0.42304	0.449809	563798	Cyclobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0459.aligned	.1-.8_coastal_FGI7SFI01A4BFG_13	.1-.8	coastal	1	1278	0.412091	0.379909	89373	Cytophagaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0168.aligned	.1-.8_coastal_FGI7SFI01A4BSX_6	.1-.8	coastal	1	3093	0.930965	0.966093	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG3104.aligned	.1-.8_coastal_FGI7SFI01A4BTY_7	.1-.8	coastal	1	521	1	1	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG2339.aligned	.1-.8_coastal_FGI7SFI01A4BZW_16	.1-.8	coastal	1	1096	1	1	28211	Alphaproteobacteria	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0147.aligned	.1-.8_coastal_FGI7SFI01A4C4M_12	.1-.8	coastal	1	403	0.9858	0.989248	326457	unclassified Verrucomicrobia	2	Bacteria	51290	Chlamydiae/Verrucomicrobia group	74201	Verrucomicrobia
COG0131.aligned	.1-.8_coastal_FGI7SFI01A4CHX_6	.1-.8	coastal	1	1427	0.99101	0.996422	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1154.aligned	.1-.8_coastal_FGI7SFI01A4CLS_5	.1-.8	coastal	1	2718	0.997154	0.997526	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG5009.aligned	.1-.8_coastal_FGI7SFI01A4CM9_4	.1-.8	coastal	1	1677	0.818998	0.675594	69657	Hyphomonadaceae	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG2120.aligned	.1-.8_coastal_FGI7SFI01A4COW_6	.1-.8	coastal	1	399	0.948624	0.943093	1485085	Flabellinia	2759	Eukaryota	554915	Amoebozoa	555280	Discosea
COG0841.aligned	.1-.8_coastal_FGI7SFI01A4CS3_9	.1-.8	coastal	1	2203	0.485439	0.602079	237	Flavobacterium	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1087.aligned	.1-.8_coastal_FGI7SFI01A4CTH_5	.1-.8	coastal	1	241	0.530944	0.32601	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0013.aligned	.1-.8_coastal_FGI7SFI01A4CZM_16	.1-.8	coastal	1	3784	1	1	237	Flavobacterium	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0276.aligned	.1-.8_coastal_FGI7SFI01A4D2M_6	.1-.8	coastal	1	679	0.563396	0.560497	72275	Alteromonadaceae	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG4638.aligned	.1-.8_coastal_FGI7SFI01A4D5M_3	.1-.8	coastal	1	2064	0.276758	0.447481	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG3604.aligned	.1-.8_coastal_FGI7SFI01A4DNI_9	.1-.8	coastal	1	1072	0.641486	0.702877	657	Photobacterium	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG4660.aligned	.1-.8_coastal_FGI7SFI01A4DZM_7	.1-.8	coastal	1	193	0.975146	0.984066	744996	OM60 clade	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG5447.aligned	.1-.8_coastal_FGI7SFI01A4E2S_10	.1-.8	coastal	1	293	0.321707	0.420413	31989	Rhodobacteraceae	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0049.aligned	.1-.8_coastal_FGI7SFI01A4EHC_8	.1-.8	coastal	1	392	0.973046	0.972514	49237	Chaetoceros	2759	Eukaryota	33634	Stramenopiles	2836	Bacillariophyta
COG1028.aligned	.1-.8_coastal_FGI7SFI01A4EQK_12	.1-.8	coastal	1	3970	0.280855	0.0633447	45651	Sarcinochrysidales	2759	Eukaryota	33634	Stramenopiles	35675	Pelagophyceae
COG1003.aligned	.1-.8_coastal_FGI7SFI01A4F28_3	.1-.8	coastal	1	3444	0.311168	0.324985	1118	Chroococcales	2	Bacteria	1117	Cyanobacteria	1301283	Oscillatoriophycideae
COG0026.aligned	.1-.8_coastal_FGI7SFI01A4FHE_15	.1-.8	coastal	1	923	1	1	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG2312.aligned	.1-.8_coastal_FGI7SFI01A4FQ1_16	.1-.8	coastal	1	614	0.559774	0.584999	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0330.aligned	.1-.8_coastal_FGI7SFI01A4FWS_14	.1-.8	coastal	1	3807	0.279709	0.29412	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG4992.aligned	.1-.8_coastal_FGI7SFI01A4G59_16	.1-.8	coastal	1	478	0.786776	0.859916	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1894.aligned	.1-.8_coastal_FGI7SFI01A4GB7_10	.1-.8	coastal	1	945	1	1	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1473.aligned	.1-.8_coastal_FGI7SFI01A4GNR_7	.1-.8	coastal	1	1683	0.361115	0.230795	2323	unclassified Bacteria	2	Bacteria	2323	unclassified Bacteria	-1	NULL
COG0152.aligned	.1-.8_coastal_FGI7SFI01A4GR8_6	.1-.8	coastal	1	2022	0.498554	0.446041	200666	Sphingobacteriales	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0567.aligned	.1-.8_coastal_FGI7SFI01A4H2C_18	.1-.8	coastal	1	2799	0.682941	0.582092	76892	Caulobacteraceae	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0532.aligned	.1-.8_coastal_FGI7SFI01A4H3O_12	.1-.8	coastal	1	4142	0.555239	0.60232	72275	Alteromonadaceae	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG4889.aligned	.1-.8_coastal_FGI7SFI01A4H6B_14	.1-.8	coastal	1	102	1	1	31989	Rhodobacteraceae	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG3038.aligned	.1-.8_coastal_FGI7SFI01A4HPE_7	.1-.8	coastal	1	1528	1	1	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0111.aligned	.1-.8_coastal_FGI7SFI01A4I53_5	.1-.8	coastal	1	1110	0.993894	0.998377	38832	Micromonas	2759	Eukaryota	33090	Viridiplantae	3041	Chlorophyta
COG0154.aligned	.1-.8_coastal_FGI7SFI01A4I59_14	.1-.8	coastal	1	3967	0.760682	0.845108	89404	Glaciecola	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1529.aligned	.1-.8_coastal_FGI7SFI01A4I5B_5	.1-.8	coastal	1	2138	0.564126	0.807964	69277	Phyllobacteriaceae	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG2844.aligned	.1-.8_coastal_FGI7SFI01A4IA1_13	.1-.8	coastal	1	2	0.961918	0.973369	442430	Coraliomargarita	2	Bacteria	51290	Chlamydiae/Verrucomicrobia group	74201	Verrucomicrobia
COG0347.aligned	.1-.8_coastal_FGI7SFI01A4IDX_3	.1-.8	coastal	1	2577	0.604193	0.737064	200644	Flavobacteriales	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0661.aligned	.1-.8_coastal_FGI7SFI01A4IFS_6	.1-.8	coastal	1	698	1	1	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0234.aligned	.1-.8_coastal_FGI7SFI01A4IGW_5	.1-.8	coastal	1	686	0.862146	0.772779	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1185.aligned	.1-.8_coastal_FGI7SFI01A4ILP_12	.1-.8	coastal	1	1018	0.987989	0.990604	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1664.aligned	.1-.8_coastal_FGI7SFI01A4IR0_6	.1-.8	coastal	1	588	0.691897	0.711926	119060	Burkholderiaceae	2	Bacteria	1224	Proteobacteria	28216	Betaproteobacteria
COG1290.aligned	.1-.8_coastal_FGI7SFI01A4IZA_15	.1-.8	coastal	1	4818	0.567497	0.789657	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG2077.aligned	.1-.8_coastal_FGI7SFI01A4IZH_5	.1-.8	coastal	1	1216	0.937888	0.935269	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0183.aligned	.1-.8_coastal_FGI7SFI01A4JC8_8	.1-.8	coastal	1	3737	0.421517	0.523904	70994	Lewinella	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0138.aligned	.1-.8_coastal_FGI7SFI01A4JGQ_3	.1-.8	coastal	1	507	0.373068	0.273329	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1494.aligned	.1-.8_coastal_FGI7SFI01A4JH5_14	.1-.8	coastal	1	760	0.624798	0.586704	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1494.aligned	.1-.8_coastal_FGI7SFI01A4JH5_18	.1-.8	coastal	1	760	0.437915	0.519305	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1249.aligned	.1-.8_coastal_FGI7SFI01A4JOG_4	.1-.8	coastal	1	3335	0.38159	0.30357	1016	Capnocytophaga	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0466.aligned	.1-.8_coastal_FGI7SFI01A4JR5_4	.1-.8	coastal	1	6	0.535278	0.363245	35237	dsDNA viruses/ no RNA stage	10239	Viruses	-1	NULL	-1	NULL
COG0165.aligned	.1-.8_coastal_FGI7SFI01A4JR8_3	.1-.8	coastal	1	1873	0.341884	0.303652	2742	Marinobacter	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1459.aligned	.1-.8_coastal_FGI7SFI01A4JRF_15	.1-.8	coastal	1	2493	0.89928	0.934273	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1459.aligned	.1-.8_coastal_FGI7SFI01A4JRF_19	.1-.8	coastal	1	2493	0.717394	0.880373	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0839.aligned	.1-.8_coastal_FGI7SFI01A4K24_5	.1-.8	coastal	1	2152	0.2939	0.399532	1063	Rhodobacter sphaeroides	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0554.aligned	.1-.8_coastal_FGI7SFI01A4KBK_5	.1-.8	coastal	1	2266	0.515427	0.686872	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1981.aligned	.1-.8_coastal_FGI7SFI01A4KR5_4	.1-.8	coastal	1	1248	0.75747	0.83943	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0743.aligned	.1-.8_coastal_FGI7SFI01A4KVZ_16	.1-.8	coastal	1	82	1	1	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1012.aligned	.1-.8_coastal_FGI7SFI01A4L0Z_8	.1-.8	coastal	1	2123	0.549794	0.632218	411153	Gramella forsetii	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0143.aligned	.1-.8_coastal_FGI7SFI01A4L4J_15	.1-.8	coastal	1	2544	0.714076	0.801196	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG3383.aligned	.1-.8_coastal_FGI7SFI01A4LCS_12	.1-.8	coastal	1	528	0.696875	0.745955	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
